start,end,val,accn,fy,fp,form,filed,frame,Tag,Units,Ticker,CIK
2015-07-01,2016-06-30,7925000000.0,0001193125-16-662209,2016,FY,10-K,2016-07-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2016-06-30,7925000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2016-06-30,7925000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2016-09-30,7789000000.0,0001193125-16-742796,2017,Q1,10-Q,2016-10-20,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2016-09-30,7789000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,CY2016Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2016-12-31,7772000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2016-12-31,7772000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-10-01,2016-12-31,7755000000.0,0001564590-17-000654,2017,Q2,10-Q,2017-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-10-01,2016-12-31,7755000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,CY2016Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2017-03-31,7756000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2017-03-31,7756000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-01-01,2017-03-31,7725000000.0,0001564590-17-007547,2017,Q3,10-Q,2017-04-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-01-01,2017-03-31,7725000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,CY2017Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2017-06-30,7746000000.0,0001564590-17-014900,2017,FY,10-K,2017-08-02,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2017-06-30,7746000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2016-07-01,2017-06-30,7746000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2017-09-30,7708000000.0,0001564590-17-020171,2018,Q1,10-Q,2017-10-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2017-09-30,7708000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,CY2017Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2017-12-31,7709000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2017-12-31,7709000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-10-01,2017-12-31,7710000000.0,0001564590-18-001129,2018,Q2,10-Q,2018-01-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-10-01,2017-12-31,7710000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,CY2017Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2018-03-31,7706000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2018-03-31,7706000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-01-01,2018-03-31,7698000000.0,0001564590-18-009307,2018,Q3,10-Q,2018-04-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-01-01,2018-03-31,7698000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,CY2018Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2018-06-30,7700000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2018-06-30,7700000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2017-07-01,2018-06-30,7700000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2018-09-30,7673000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2018-09-30,7673000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,CY2018Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2018-12-31,7683000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2018-12-31,7683000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-10-01,2018-12-31,7692000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-10-01,2018-12-31,7692000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,CY2018Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2019-03-31,7679000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2019-03-31,7679000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-01-01,2019-03-31,7672000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-01-01,2019-03-31,7672000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,CY2019Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2019-06-30,7673000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2019-06-30,7673000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2018-07-01,2019-06-30,7673000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2019-09-30,7634000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2019-09-30,7634000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2019Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2019-12-31,7628000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2019-12-31,7628000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-10-01,2019-12-31,7621000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-10-01,2019-12-31,7621000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,CY2019Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2020-03-31,7619000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2020-03-31,7619000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-01-01,2020-03-31,7602000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-01-01,2020-03-31,7602000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,CY2020Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2020-06-30,7610000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2020-06-30,7610000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2019-07-01,2020-06-30,7610000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,CY2020,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2020-09-30,7566000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2020-09-30,7566000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,CY2020Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2020-12-31,7561000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2020-12-31,7561000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-10-01,2020-12-31,7555000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-10-01,2020-12-31,7555000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,CY2020Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2021-03-31,7554000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2021-03-31,7554000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-01-01,2021-03-31,7539000000.0,0001564590-21-020891,2021,Q3,10-Q,2021-04-27,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-01-01,2021-03-31,7539000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,CY2021Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2021-06-30,7547000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2021-06-30,7547000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2020-07-01,2021-06-30,7547000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2021,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2021-09-30,7513000000.0,0001564590-21-051992,2022,Q1,10-Q,2021-10-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2021-09-30,7513000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,CY2021Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2021-12-31,7509000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2021-12-31,7509000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-10-01,2021-12-31,7505000000.0,0001564590-22-002324,2022,Q2,10-Q,2022-01-25,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-10-01,2021-12-31,7505000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,CY2021Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2022-03-31,7504000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2022-03-31,7504000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-01-01,2022-03-31,7493000000.0,0001564590-22-015675,2022,Q3,10-Q,2022-04-26,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-01-01,2022-03-31,7493000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2022Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2022-06-30,7496000000.0,0001564590-22-026876,2022,FY,10-K,2022-07-28,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2021-07-01,2022-06-30,7496000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2022,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-07-01,2022-09-30,7457000000.0,0001564590-22-035087,2023,Q1,10-Q,2022-10-25,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-07-01,2022-09-30,7457000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2022Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-07-01,2022-12-31,7454000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-07-01,2022-12-31,7454000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-10-01,2022-12-31,7451000000.0,0001564590-23-000733,2023,Q2,10-Q,2023-01-24,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-10-01,2022-12-31,7451000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2022Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-07-01,2023-03-31,7450000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2023-01-01,2023-03-31,7441000000.0,0000950170-23-014423,2023,Q3,10-Q,2023-04-25,CY2023Q1,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2022-07-01,2023-06-30,7446000000.0,0000950170-23-035122,2023,FY,10-K,2023-07-27,CY2023,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2023-07-01,2023-09-30,7429000000.0,0000950170-23-054855,2024,Q1,10-Q,2023-10-24,CY2023Q3,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2023-07-01,2023-12-31,7431000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2023-10-01,2023-12-31,7432000000.0,0000950170-24-008814,2024,Q2,10-Q,2024-01-30,CY2023Q4,WeightedAverageNumberOfSharesOutstandingBasic,shares,MSFT,0000789019
2015-07-01,2016-06-30,91154000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2016-07-02,2016-09-30,21928000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016Q3,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2016-10-01,2016-12-31,25826000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2016Q4,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-01-01,2017-03-31,23212000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q1,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2016-07-01,2017-06-30,96571000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2016-07-01,2017-06-30,96571000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-04-01,2017-06-30,25605000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,CY2017Q2,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2017-09-30,24538000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2017-09-30,24538000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2017-09-30,24538000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017Q3,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2017-12-31,53456000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-10-01,2017-12-31,28918000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-10-01,2017-12-31,28918000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-10-01,2017-12-31,28918000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2017Q4,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2018-03-31,80275000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-01-01,2018-03-31,26819000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-01-01,2018-03-31,26819000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-01-01,2018-03-31,26819000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q1,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2018-06-30,110360000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2018-06-30,110360000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2017-07-01,2018-06-30,110360000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-04-01,2018-06-30,30085000000.0,0001564590-18-019062,2018,FY,10-K,2018-08-03,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-04-01,2018-06-30,30085000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,CY2018Q2,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2018-09-30,29084000000.0,0001564590-18-024893,2019,Q1,10-Q,2018-10-24,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2018-09-30,29084000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2018-09-30,29084000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2018-09-30,29084000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018Q3,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2018-12-31,61555000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2018-12-31,61555000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-10-01,2018-12-31,32471000000.0,0001564590-19-001392,2019,Q2,10-Q,2019-01-30,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-10-01,2018-12-31,32471000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-10-01,2018-12-31,32471000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-10-01,2018-12-31,32471000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2018Q4,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2019-03-31,92126000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2019-03-31,92126000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-01-01,2019-03-31,30571000000.0,0001564590-19-012709,2019,Q3,10-Q,2019-04-24,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-01-01,2019-03-31,30571000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-01-01,2019-03-31,30571000000.0,0001564590-20-019706,2020,Q3,10-Q,2020-04-29,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-01-01,2019-03-31,30571000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q1,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2019-06-30,125843000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2019-06-30,125843000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2018-07-01,2019-06-30,125843000000.0,0001564590-21-039151,2021,FY,10-K,2021-07-29,CY2019,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-04-01,2019-06-30,33717000000.0,0001564590-19-027952,2019,FY,10-K,2019-08-01,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-04-01,2019-06-30,33717000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,CY2019Q2,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-07-01,2019-09-30,33055000000.0,0001564590-19-037549,2020,Q1,10-Q,2019-10-23,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-07-01,2019-09-30,33055000000.0,0001564590-20-034944,2020,FY,10-K,2020-07-31,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-07-01,2019-09-30,33055000000.0,0001564590-20-047996,2021,Q1,10-Q,2020-10-27,CY2019Q3,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-07-01,2019-12-31,69961000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-07-01,2019-12-31,69961000000.0,0001564590-21-002316,2021,Q2,10-Q,2021-01-26,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
2019-10-01,2019-12-31,36906000000.0,0001564590-20-002450,2020,Q2,10-Q,2020-01-29,,RevenueFromContractWithCustomerExcludingAssessedTax,USD,MSFT,0000789019
